Name,Team,Passes,Accurate Passes,Long Balls,Assists,Crosses,Big Chances Created,Mins,KeyPasses,Unnamed: 9
R. Pasveer,Heracles Almelo,941,731,383,1,0,1,2160,2,
P. Tytoń,FC Twente,174,119,86,0,0,0,480,0,
J. Zoet,AZ Alkmaar,213,124,131,0,0,0,540,0,
L. Unnerstall,FC Twente,918,667,378,0,0,0,2790,1,
H. Verhulst,AZ Alkmaar,0,0,0,0,0,0,0,0,
L. Koopmans,Fortuna Sittard,172,73,153,0,0,0,540,0,
M. Branderhorst,FC Utrecht,692,331,522,0,0,0,2520,0,
N. Olij,PSV Eindhoven,1350,1019,617,1,0,3,3060,6,
M. Brouwer,FC Utrecht,95,50,70,0,0,0,270,0,
T. Wellenreuther,Feyenoord,1095,857,403,1,0,2,2610,3,
A. Noppert,SC Heerenveen,572,385,272,0,0,0,1366,0,
T. Didillon,Willem II Tilburg,1146,708,723,0,0,0,3450,0,
H. Jurjus,FC Groningen,82,55,40,0,0,0,180,0,
V. Barkas,FC Utrecht,958,677,469,0,0,0,2790,0,
Y. van Osch,RKC Waalwijk,127,85,76,0,0,0,270,0,
J. Drommel,Sparta Rotterdam,25,18,14,0,0,0,45,0,
E. Vaessen,FC Groningen,1167,650,788,0,0,0,2880,1,
J. De Busser,Go Ahead Eagles,663,471,274,0,0,0,1440,0,
J. Schendelaar,PEC Zwolle,1017,610,583,2,0,2,2700,2,
F. de Keijzer,Heracles Almelo,1217,745,777,1,0,0,3060,4,
M. Spenkelink,RKC Waalwijk,159,111,73,0,0,0,360,0,
L. Plogmann,Go Ahead Eagles,658,488,251,0,0,0,1620,0,
IEI. El Maach,FC Twente,0,0,0,0,0,0,0,0,
R. Mantel,Heracles Almelo,0,0,0,0,0,0,0,0,
NBN. Bakker,SC Heerenveen,1121,516,890,0,0,0,3051,0,
B. Minnema,SC Cambuur,0,0,0,0,0,0,0,0,
C. van den Berg,Vitesse,0,0,0,0,0,0,0,0,
R. Janse,NEC Nijmegen,0,0,0,0,0,0,0,0,
D. Deen,AZ Alkmaar,0,0,0,0,0,0,0,0,
T. Jansen,SC Cambuur,59,37,34,0,1,0,120,0,
S. Jansen,Go Ahead Eagles,0,0,0,0,0,0,0,0,
N. Verdoni,Go Ahead Eagles,0,0,0,0,0,0,0,0,
N. Schiks,PSV Eindhoven,0,0,0,0,0,0,0,0,
T. de Graaff,PEC Zwolle,0,0,0,0,0,0,0,0,
R. Jayden Owusu-Oduro,AZ Alkmaar,809,539,425,0,0,0,2700,0,
K. Gadellaa,FC Utrecht,0,0,0,0,0,0,0,0,
T. Jansink,Heracles Almelo,0,0,0,0,0,0,0,0,
D. Baron,FC Groningen,0,0,0,0,0,0,0,0,
B. Klaverboer,SC Heerenveen,3,2,2,0,0,0,7,0,
J. Meijster,SC Cambuur,0,0,0,0,0,0,0,0,
S. Karssies,FC Twente,0,0,0,0,0,0,0,0,
D. Verduin,PEC Zwolle,0,0,0,0,0,0,0,0,
N. Martens,Fortuna Sittard,0,0,0,0,0,0,0,0,
L. Vogels,RKC Waalwijk,0,0,0,0,0,0,0,0,
DTD. Tevreden,Vitesse,0,0,0,0,0,0,0,0,
R. Bayram,Fortuna Sittard,0,0,0,0,0,0,0,0,
YGY. Gerritsen,FC Twente,0,0,0,0,0,0,0,0,
